branchName, type_Run2
Photon_jetIdx, ROOT::VecOps::RVec<Int_t>
Photon_mass, ROOT::VecOps::RVec<Float_t>
Photon_mvaID, ROOT::VecOps::RVec<Float_t>
Photon_mvaID_Fall17V1p1, ROOT::VecOps::RVec<Float_t>
Photon_mvaID_WP80, ROOT::VecOps::RVec<Bool_t>
Photon_mvaID_WP90, ROOT::VecOps::RVec<Bool_t>
Photon_pdgId, ROOT::VecOps::RVec<Int_t>
Photon_pfRelIso03_all, ROOT::VecOps::RVec<Float_t>
Photon_pfRelIso03_chg, ROOT::VecOps::RVec<Float_t>
Photon_phi, ROOT::VecOps::RVec<Float_t>
Photon_pixelSeed, ROOT::VecOps::RVec<Bool_t>
Photon_pt, ROOT::VecOps::RVec<Float_t>
Photon_r9, ROOT::VecOps::RVec<Float_t>
Photon_seedGain, ROOT::VecOps::RVec<UChar_t>
Photon_sieie, ROOT::VecOps::RVec<Float_t>
Photon_vidNestedWPBitmap, ROOT::VecOps::RVec<Int_t>
Pileup_gpudensity, Float_t
Pileup_nPU, Int_t
Pileup_nTrueInt, Float_t
Pileup_pudensity, Float_t
Pileup_sumEOOT, Int_t
Pileup_sumLOOT, Int_t
PuppiMET_phi, Float_t
PuppiMET_phiJERDown, Float_t
PuppiMET_phiJERUp, Float_t
PuppiMET_phiJESDown, Float_t
PuppiMET_phiJESUp, Float_t
PuppiMET_phiUnclusteredDown, Float_t
PuppiMET_phiUnclusteredUp, Float_t
PuppiMET_pt, Float_t
PuppiMET_ptJERDown, Float_t
PuppiMET_ptJERUp, Float_t
PuppiMET_ptJESDown, Float_t
PuppiMET_ptJESUp, Float_t
PuppiMET_ptUnclusteredDown, Float_t
PuppiMET_ptUnclusteredUp, Float_t
PuppiMET_sumEt, Float_t
RawMET_phi, Float_t
RawMET_pt, Float_t
RawMET_sumEt, Float_t
RawPuppiMET_phi, Float_t
RawPuppiMET_pt, Float_t
RawPuppiMET_sumEt, Float_t
SV_charge, ROOT::VecOps::RVec<Int_t>
SV_chi2, ROOT::VecOps::RVec<Float_t>
SV_dlen, ROOT::VecOps::RVec<Float_t>
SV_dlenSig, ROOT::VecOps::RVec<Float_t>
SV_dxy, ROOT::VecOps::RVec<Float_t>
SV_dxySig, ROOT::VecOps::RVec<Float_t>
SV_eta, ROOT::VecOps::RVec<Float_t>
SV_mass, ROOT::VecOps::RVec<Float_t>
SV_ndof, ROOT::VecOps::RVec<Float_t>
SV_ntracks, ROOT::VecOps::RVec<UChar_t>
SV_pAngle, ROOT::VecOps::RVec<Float_t>
SV_phi, ROOT::VecOps::RVec<Float_t>
SV_pt, ROOT::VecOps::RVec<Float_t>
SV_x, ROOT::VecOps::RVec<Float_t>
SV_y, ROOT::VecOps::RVec<Float_t>
SV_z, ROOT::VecOps::RVec<Float_t>
SoftActivityJetHT, Float_t
SoftActivityJetHT10, Float_t
SoftActivityJetHT2, Float_t
SoftActivityJetHT5, Float_t
SoftActivityJetNjets10, Int_t
SoftActivityJetNjets2, Int_t
SoftActivityJetNjets5, Int_t
SoftActivityJet_eta, ROOT::VecOps::RVec<Float_t>
SoftActivityJet_phi, ROOT::VecOps::RVec<Float_t>
SoftActivityJet_pt, ROOT::VecOps::RVec<Float_t>
SubGenJetAK8_eta, ROOT::VecOps::RVec<Float_t>
SubGenJetAK8_mass, ROOT::VecOps::RVec<Float_t>
SubGenJetAK8_phi, ROOT::VecOps::RVec<Float_t>
SubGenJetAK8_pt, ROOT::VecOps::RVec<Float_t>
SubJet_btagCSVV2, ROOT::VecOps::RVec<Float_t>
SubJet_btagDeepB, ROOT::VecOps::RVec<Float_t>
SubJet_eta, ROOT::VecOps::RVec<Float_t>
SubJet_hadronFlavour, ROOT::VecOps::RVec<Int_t>
SubJet_mass, ROOT::VecOps::RVec<Float_t>
SubJet_n2b1, ROOT::VecOps::RVec<Float_t>
SubJet_n3b1, ROOT::VecOps::RVec<Float_t>
SubJet_nBHadrons, ROOT::VecOps::RVec<UChar_t>
SubJet_nCHadrons, ROOT::VecOps::RVec<UChar_t>
SubJet_phi, ROOT::VecOps::RVec<Float_t>
SubJet_pt, ROOT::VecOps::RVec<Float_t>
SubJet_rawFactor, ROOT::VecOps::RVec<Float_t>
SubJet_tau1, ROOT::VecOps::RVec<Float_t>
SubJet_tau2, ROOT::VecOps::RVec<Float_t>
SubJet_tau3, ROOT::VecOps::RVec<Float_t>
SubJet_tau4, ROOT::VecOps::RVec<Float_t>
Tau_charge, ROOT::VecOps::RVec<Int_t>
Tau_chargedIso, ROOT::VecOps::RVec<Float_t>
Tau_cleanmask, ROOT::VecOps::RVec<UChar_t>
Tau_decayMode, ROOT::VecOps::RVec<Int_t>
Tau_dxy, ROOT::VecOps::RVec<Float_t>
Tau_dz, ROOT::VecOps::RVec<Float_t>
Tau_eta, ROOT::VecOps::RVec<Float_t>
Tau_genPartFlav, ROOT::VecOps::RVec<UChar_t>
Tau_genPartIdx, ROOT::VecOps::RVec<Int_t>
Tau_idAntiEleDeadECal, ROOT::VecOps::RVec<Bool_t>
Tau_idAntiMu, ROOT::VecOps::RVec<UChar_t>
Tau_idDecayModeOldDMs, ROOT::VecOps::RVec<Bool_t>
Tau_idDeepTau2017v2p1VSe, ROOT::VecOps::RVec<UChar_t>
Tau_idDeepTau2017v2p1VSjet, ROOT::VecOps::RVec<UChar_t>
Tau_idDeepTau2017v2p1VSmu, ROOT::VecOps::RVec<UChar_t>
Tau_jetIdx, ROOT::VecOps::RVec<Int_t>
Tau_leadTkDeltaEta, ROOT::VecOps::RVec<Float_t>
Tau_leadTkDeltaPhi, ROOT::VecOps::RVec<Float_t>
Tau_leadTkPtOverTauPt, ROOT::VecOps::RVec<Float_t>
Tau_mass, ROOT::VecOps::RVec<Float_t>
Tau_neutralIso, ROOT::VecOps::RVec<Float_t>
Tau_phi, ROOT::VecOps::RVec<Float_t>
Tau_photonsOutsideSignalCone, ROOT::VecOps::RVec<Float_t>
Tau_pt, ROOT::VecOps::RVec<Float_t>
Tau_puCorr, ROOT::VecOps::RVec<Float_t>
Tau_rawDeepTau2017v2p1VSe, ROOT::VecOps::RVec<Float_t>
Tau_rawDeepTau2017v2p1VSjet, ROOT::VecOps::RVec<Float_t>
Tau_rawDeepTau2017v2p1VSmu, ROOT::VecOps::RVec<Float_t>
Tau_rawIso, ROOT::VecOps::RVec<Float_t>
Tau_rawIsodR03, ROOT::VecOps::RVec<Float_t>
TkMET_phi, Float_t
TkMET_pt, Float_t
TkMET_sumEt, Float_t
TrigObj_eta, ROOT::VecOps::RVec<Float_t>
TrigObj_filterBits, ROOT::VecOps::RVec<Int_t>
TrigObj_id, ROOT::VecOps::RVec<Int_t>
TrigObj_l1charge, ROOT::VecOps::RVec<Int_t>
TrigObj_l1iso, ROOT::VecOps::RVec<Int_t>
TrigObj_l1pt, ROOT::VecOps::RVec<Float_t>
TrigObj_l1pt_2, ROOT::VecOps::RVec<Float_t>
TrigObj_l2pt, ROOT::VecOps::RVec<Float_t>
TrigObj_phi, ROOT::VecOps::RVec<Float_t>
TrigObj_pt, ROOT::VecOps::RVec<Float_t>
boostedTau_charge, ROOT::VecOps::RVec<Int_t>
boostedTau_chargedIso, ROOT::VecOps::RVec<Float_t>
boostedTau_decayMode, ROOT::VecOps::RVec<Int_t>
boostedTau_eta, ROOT::VecOps::RVec<Float_t>
boostedTau_genPartFlav, ROOT::VecOps::RVec<UChar_t>
boostedTau_genPartIdx, ROOT::VecOps::RVec<Int_t>
boostedTau_idAntiEle2018, ROOT::VecOps::RVec<UChar_t>
boostedTau_idAntiMu, ROOT::VecOps::RVec<UChar_t>
boostedTau_idMVAnewDM2017v2, ROOT::VecOps::RVec<UChar_t>
boostedTau_idMVAoldDM2017v2, ROOT::VecOps::RVec<UChar_t>
boostedTau_idMVAoldDMdR032017v2, ROOT::VecOps::RVec<UChar_t>
boostedTau_jetIdx, ROOT::VecOps::RVec<Int_t>
boostedTau_leadTkDeltaEta, ROOT::VecOps::RVec<Float_t>
boostedTau_leadTkDeltaPhi, ROOT::VecOps::RVec<Float_t>
boostedTau_leadTkPtOverTauPt, ROOT::VecOps::RVec<Float_t>
boostedTau_mass, ROOT::VecOps::RVec<Float_t>
boostedTau_neutralIso, ROOT::VecOps::RVec<Float_t>
boostedTau_phi, ROOT::VecOps::RVec<Float_t>
boostedTau_photonsOutsideSignalCone, ROOT::VecOps::RVec<Float_t>
boostedTau_pt, ROOT::VecOps::RVec<Float_t>
boostedTau_puCorr, ROOT::VecOps::RVec<Float_t>
boostedTau_rawAntiEle2018, ROOT::VecOps::RVec<Float_t>
boostedTau_rawAntiEleCat2018, ROOT::VecOps::RVec<Int_t>
boostedTau_rawIso, ROOT::VecOps::RVec<Float_t>
boostedTau_rawIsodR03, ROOT::VecOps::RVec<Float_t>
boostedTau_rawMVAnewDM2017v2, ROOT::VecOps::RVec<Float_t>
boostedTau_rawMVAoldDM2017v2, ROOT::VecOps::RVec<Float_t>
boostedTau_rawMVAoldDMdR032017v2, ROOT::VecOps::RVec<Float_t>
btagWeight_CSVV2, Float_t
btagWeight_DeepCSVB, Float_t
event, ULong64_t
fixedGridRhoFastjetAll, Float_t
fixedGridRhoFastjetCentral, Float_t
fixedGridRhoFastjetCentralCalo, Float_t
fixedGridRhoFastjetCentralChargedPileUp, Float_t
fixedGridRhoFastjetCentralNeutral, Float_t
genTtbarId, Int_t
genWeight, Float_t
luminosityBlock, UInt_t
nCorrT1METJet, UInt_t
nElectron, UInt_t
nFatJet, UInt_t
nFsrPhoton, UInt_t
nGenDressedLepton, UInt_t
nGenIsolatedPhoton, UInt_t
nGenJet, UInt_t
nGenJetAK8, UInt_t
nGenPart, UInt_t
nGenVisTau, UInt_t
nIsoTrack, UInt_t
nJet, UInt_t
nLHEPart, UInt_t
nLHEPdfWeight, UInt_t
nLHEReweightingWeight, UInt_t
nLHEScaleWeight, UInt_t
nLowPtElectron, UInt_t
nMuon, UInt_t
nOtherPV, UInt_t
nPSWeight, UInt_t
nPhoton, UInt_t
nSV, UInt_t
nSoftActivityJet, UInt_t
nSubGenJetAK8, UInt_t
nSubJet, UInt_t
nTau, UInt_t
nTrigObj, UInt_t
nboostedTau, UInt_t
run, UInt_t
