branchName, type_Run2, type_Run3
CaloMET_phi, Float_t, Float_t
CaloMET_pt, Float_t, Float_t
CaloMET_sumEt, Float_t, Float_t
ChsMET_phi, Float_t, Float_t
ChsMET_pt, Float_t, Float_t
ChsMET_sumEt, Float_t, Float_t
CorrT1METJet_area, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
CorrT1METJet_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
CorrT1METJet_muonSubtrFactor, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
CorrT1METJet_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
CorrT1METJet_rawPt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
DeepMETResolutionTune_phi, Float_t, Float_t
DeepMETResolutionTune_pt, Float_t, Float_t
DeepMETResponseTune_phi, Float_t, Float_t
DeepMETResponseTune_pt, Float_t, Float_t
Electron_charge, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
Electron_cleanmask, ROOT::VecOps::RVec<UChar_t>, NOT AVAILABLE
Electron_convVeto, ROOT::VecOps::RVec<Bool_t>, ROOT::VecOps::RVec<Bool_t>
Electron_cutBased, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UChar_t>
Electron_cutBased_HEEP, ROOT::VecOps::RVec<Bool_t>, ROOT::VecOps::RVec<Bool_t>
Electron_dEscaleDown, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_dEscaleUp, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_dEsigmaDown, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_dEsigmaUp, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_deltaEtaSC, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dr03EcalRecHitSumEt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dr03HcalDepth1TowerSumEt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dr03TkSumPt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dr03TkSumPtHEEP, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dxy, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dxyErr, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dz, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_dzErr, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_eCorr, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_eInvMinusPInv, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_energyErr, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_genPartFlav, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
Electron_genPartIdx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
Electron_hoe, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_ip3d, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_isPFcand, ROOT::VecOps::RVec<Bool_t>, ROOT::VecOps::RVec<Bool_t>
Electron_jetIdx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
Electron_jetNDauCharged, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
Electron_jetPtRelv2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_jetRelIso, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_lostHits, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
Electron_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_miniPFRelIso_all, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_miniPFRelIso_chg, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_mvaFall17V2Iso, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_mvaFall17V2Iso_WP80, ROOT::VecOps::RVec<Bool_t>, NOT AVAILABLE
Electron_mvaFall17V2Iso_WP90, ROOT::VecOps::RVec<Bool_t>, NOT AVAILABLE
Electron_mvaFall17V2Iso_WPL, ROOT::VecOps::RVec<Bool_t>, NOT AVAILABLE
Electron_mvaFall17V2noIso, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
Electron_mvaFall17V2noIso_WP80, ROOT::VecOps::RVec<Bool_t>, NOT AVAILABLE
Electron_mvaFall17V2noIso_WP90, ROOT::VecOps::RVec<Bool_t>, NOT AVAILABLE
Electron_mvaFall17V2noIso_WPL, ROOT::VecOps::RVec<Bool_t>, NOT AVAILABLE
Electron_mvaTTH, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_pdgId, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
Electron_pfRelIso03_all, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_pfRelIso03_chg, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_photonIdx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
Electron_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_r9, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_scEtOverPt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_seedGain, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
Electron_sieie, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_sip3d, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Electron_tightCharge, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UChar_t>
Electron_vidNestedWPBitmap, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
Electron_vidNestedWPBitmapHEEP, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
FatJet_area, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_btagCSVV2, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_btagDDBvLV2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_btagDDCvBV2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_btagDDCvLV2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_btagDeepB, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_btagHbb, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_deepTagMD_H4qvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_HbbvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_TvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_WvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_ZHbbvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_ZHccvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_ZbbvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_ZvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_bbvsLight, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTagMD_ccvsLight, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTag_H, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTag_QCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTag_QCDothers, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTag_TvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTag_WvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_deepTag_ZvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_electronIdx3SJ, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
FatJet_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_genJetAK8Idx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
FatJet_hadronFlavour, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UChar_t>
FatJet_jetId, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UChar_t>
FatJet_lsf3, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_msoftdrop, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_muonIdx3SJ, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
FatJet_n2b1, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_n3b1, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_nBHadrons, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
FatJet_nCHadrons, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
FatJet_nConstituents, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
FatJet_particleNetMD_QCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNetMD_Xbb, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNetMD_Xcc, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNetMD_Xqq, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_H4qvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_HbbvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_HccvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_QCD, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_TvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_WvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_ZvsQCD, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_particleNet_mass, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
FatJet_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_rawFactor, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_subJetIdx1, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
FatJet_subJetIdx2, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
FatJet_tau1, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_tau2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_tau3, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FatJet_tau4, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
Flag_BadChargedCandidateFilter, Bool_t, Bool_t
Flag_BadChargedCandidateSummer16Filter, Bool_t, Bool_t
Flag_BadPFMuonDzFilter, Bool_t, Bool_t
Flag_BadPFMuonFilter, Bool_t, Bool_t
Flag_BadPFMuonSummer16Filter, Bool_t, Bool_t
Flag_CSCTightHalo2015Filter, Bool_t, Bool_t
Flag_CSCTightHaloFilter, Bool_t, Bool_t
Flag_CSCTightHaloTrkMuUnvetoFilter, Bool_t, Bool_t
Flag_EcalDeadCellBoundaryEnergyFilter, Bool_t, Bool_t
Flag_EcalDeadCellTriggerPrimitiveFilter, Bool_t, Bool_t
Flag_HBHENoiseFilter, Bool_t, Bool_t
Flag_HBHENoiseIsoFilter, Bool_t, Bool_t
Flag_HcalStripHaloFilter, Bool_t, Bool_t
Flag_METFilters, Bool_t, Bool_t
Flag_chargedHadronTrackResolutionFilter, Bool_t, Bool_t
Flag_ecalBadCalibFilter, Bool_t, Bool_t
Flag_ecalLaserCorrFilter, Bool_t, Bool_t
Flag_eeBadScFilter, Bool_t, Bool_t
Flag_globalSuperTightHalo2016Filter, Bool_t, Bool_t
Flag_globalTightHalo2016Filter, Bool_t, Bool_t
Flag_goodVertices, Bool_t, Bool_t
Flag_hcalLaserEventFilter, Bool_t, Bool_t
Flag_hfNoisyHitsFilter, Bool_t, Bool_t
Flag_muonBadTrackFilter, Bool_t, Bool_t
Flag_trkPOGFilters, Bool_t, Bool_t
Flag_trkPOG_logErrorTooManyClusters, Bool_t, Bool_t
Flag_trkPOG_manystripclus53X, Bool_t, Bool_t
Flag_trkPOG_toomanystripclus53X, Bool_t, Bool_t
FsrPhoton_dROverEt2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FsrPhoton_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FsrPhoton_muonIdx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
FsrPhoton_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FsrPhoton_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
FsrPhoton_relIso03, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenDressedLepton_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenDressedLepton_hasTauAnc, ROOT::VecOps::RVec<Bool_t>, ROOT::VecOps::RVec<Bool_t>
GenDressedLepton_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenDressedLepton_pdgId, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
GenDressedLepton_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenDressedLepton_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenIsolatedPhoton_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenIsolatedPhoton_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenIsolatedPhoton_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenIsolatedPhoton_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJetAK8_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJetAK8_hadronFlavour, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
GenJetAK8_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJetAK8_partonFlavour, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
GenJetAK8_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJetAK8_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJet_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJet_hadronFlavour, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
GenJet_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJet_partonFlavour, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
GenJet_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenJet_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenMET_phi, Float_t, Float_t
GenMET_pt, Float_t, Float_t
GenPart_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenPart_genPartIdxMother, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
GenPart_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenPart_pdgId, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
GenPart_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenPart_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenPart_status, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
GenPart_statusFlags, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UShort_t>
GenVisTau_charge, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
GenVisTau_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenVisTau_genPartIdxMother, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
GenVisTau_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenVisTau_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenVisTau_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
GenVisTau_status, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UChar_t>
GenVtx_t0, Float_t, Float_t
GenVtx_x, Float_t, Float_t
GenVtx_y, Float_t, Float_t
GenVtx_z, Float_t, Float_t
Generator_binvar, Float_t, Float_t
Generator_id1, Int_t, Int_t
Generator_id2, Int_t, Int_t
Generator_scalePDF, Float_t, Float_t
Generator_weight, Float_t, Float_t
Generator_x1, Float_t, Float_t
Generator_x2, Float_t, Float_t
Generator_xpdf1, Float_t, Float_t
Generator_xpdf2, Float_t, Float_t
HLT_AK4CaloJet100, Bool_t, Bool_t
HLT_AK4CaloJet120, Bool_t, Bool_t
HLT_AK4CaloJet30, Bool_t, Bool_t
HLT_AK4CaloJet40, Bool_t, Bool_t
HLT_AK4CaloJet50, Bool_t, Bool_t
HLT_AK4CaloJet80, Bool_t, Bool_t
HLT_AK4PFJet100, Bool_t, Bool_t
HLT_AK4PFJet120, Bool_t, Bool_t
HLT_AK4PFJet30, Bool_t, Bool_t
HLT_AK4PFJet50, Bool_t, Bool_t
HLT_AK4PFJet80, Bool_t, Bool_t
HLT_AK8PFHT750_TrimMass50, Bool_t, Bool_t
HLT_AK8PFHT800_TrimMass50, Bool_t, Bool_t
HLT_AK8PFHT850_TrimMass50, Bool_t, Bool_t
HLT_AK8PFHT900_TrimMass50, Bool_t, Bool_t
HLT_AK8PFJet140, Bool_t, Bool_t
HLT_AK8PFJet15, Bool_t, Bool_t
HLT_AK8PFJet200, Bool_t, Bool_t
HLT_AK8PFJet25, Bool_t, Bool_t
HLT_AK8PFJet260, Bool_t, Bool_t
HLT_AK8PFJet320, Bool_t, Bool_t
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p1, Bool_t, Bool_t
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p17, Bool_t, Bool_t
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np2, Bool_t, Bool_t
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np4, Bool_t, Bool_t
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_p02, Bool_t, Bool_t
HLT_AK8PFJet360_TrimMass30, Bool_t, Bool_t
HLT_AK8PFJet380_TrimMass30, Bool_t, Bool_t
HLT_AK8PFJet40, Bool_t, Bool_t
HLT_AK8PFJet400, Bool_t, Bool_t
HLT_AK8PFJet400_TrimMass30, Bool_t, Bool_t
HLT_AK8PFJet420_TrimMass30, Bool_t, Bool_t
HLT_AK8PFJet450, Bool_t, Bool_t
HLT_AK8PFJet500, Bool_t, Bool_t
HLT_AK8PFJet550, Bool_t, Bool_t
HLT_AK8PFJet60, Bool_t, Bool_t
HLT_AK8PFJet80, Bool_t, Bool_t
HLT_AK8PFJetFwd140, Bool_t, Bool_t
HLT_AK8PFJetFwd15, Bool_t, Bool_t
HLT_AK8PFJetFwd200, Bool_t, Bool_t
HLT_AK8PFJetFwd25, Bool_t, Bool_t
HLT_AK8PFJetFwd260, Bool_t, Bool_t
HLT_AK8PFJetFwd320, Bool_t, Bool_t
HLT_AK8PFJetFwd40, Bool_t, Bool_t
HLT_AK8PFJetFwd400, Bool_t, Bool_t
HLT_AK8PFJetFwd450, Bool_t, Bool_t
HLT_AK8PFJetFwd500, Bool_t, Bool_t
HLT_AK8PFJetFwd60, Bool_t, Bool_t
HLT_AK8PFJetFwd80, Bool_t, Bool_t
HLT_BTagMu_AK4DiJet110_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK4DiJet110_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK4DiJet170_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK4DiJet170_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK4DiJet20_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK4DiJet20_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK4DiJet40_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK4DiJet40_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK4DiJet70_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK4DiJet70_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK4Jet300_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK4Jet300_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK8DiJet170_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK8DiJet170_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK8Jet170_DoubleMu5, Bool_t, Bool_t
HLT_BTagMu_AK8Jet170_DoubleMu5_noalgo, Bool_t, NOT AVAILABLE
HLT_BTagMu_AK8Jet300_Mu5, Bool_t, Bool_t
HLT_BTagMu_AK8Jet300_Mu5_noalgo, Bool_t, NOT AVAILABLE
HLT_CDC_L2cosmic_5_er1p0, Bool_t, NOT AVAILABLE
HLT_CDC_L2cosmic_5p5_er1p0, Bool_t, Bool_t
HLT_CaloJet500_NoJetID, Bool_t, Bool_t
HLT_CaloJet550_NoJetID, Bool_t, Bool_t
HLT_CaloMET100_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET100_NotCleaned, Bool_t, Bool_t
HLT_CaloMET110_NotCleaned, Bool_t, Bool_t
HLT_CaloMET250_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET250_NotCleaned, Bool_t, Bool_t
HLT_CaloMET300_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET350_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET70_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET80_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET80_NotCleaned, Bool_t, Bool_t
HLT_CaloMET90_HBHECleaned, Bool_t, NOT AVAILABLE
HLT_CaloMET90_NotCleaned, Bool_t, Bool_t
HLT_CaloMHT90, Bool_t, Bool_t
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG, Bool_t, Bool_t
HLT_DiJet110_35_Mjj650_PFMET110, Bool_t, Bool_t
HLT_DiJet110_35_Mjj650_PFMET120, Bool_t, Bool_t
HLT_DiJet110_35_Mjj650_PFMET130, Bool_t, Bool_t
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8, Bool_t, Bool_t
HLT_DiMu9_Ele9_CaloIdL_TrackIdL, Bool_t, Bool_t
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ, Bool_t, Bool_t
HLT_DiPFJetAve100_HFJEC, Bool_t, Bool_t
HLT_DiPFJetAve140, Bool_t, Bool_t
HLT_DiPFJetAve160_HFJEC, Bool_t, Bool_t
HLT_DiPFJetAve200, Bool_t, Bool_t
HLT_DiPFJetAve220_HFJEC, Bool_t, Bool_t
HLT_DiPFJetAve260, Bool_t, Bool_t
HLT_DiPFJetAve300_HFJEC, Bool_t, Bool_t
HLT_DiPFJetAve320, Bool_t, Bool_t
HLT_DiPFJetAve40, Bool_t, Bool_t
HLT_DiPFJetAve400, Bool_t, Bool_t
HLT_DiPFJetAve500, Bool_t, Bool_t
HLT_DiPFJetAve60, Bool_t, Bool_t
HLT_DiPFJetAve60_HFJEC, Bool_t, Bool_t
HLT_DiPFJetAve80, Bool_t, Bool_t
HLT_DiPFJetAve80_HFJEC, Bool_t, Bool_t
HLT_DiSC30_18_EIso_AND_HE_Mass70, Bool_t, Bool_t
HLT_Dimuon0_Jpsi, Bool_t, Bool_t
HLT_Dimuon0_Jpsi3p5_Muon2, Bool_t, Bool_t
HLT_Dimuon0_Jpsi_L1_4R_0er1p5R, Bool_t, Bool_t
HLT_Dimuon0_Jpsi_L1_NoOS, Bool_t, Bool_t
HLT_Dimuon0_Jpsi_NoVertexing, Bool_t, Bool_t
HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R, Bool_t, Bool_t
HLT_Dimuon0_Jpsi_NoVertexing_NoOS, Bool_t, Bool_t
HLT_Dimuon0_LowMass, Bool_t, Bool_t
HLT_Dimuon0_LowMass_L1_0er1p5, Bool_t, Bool_t
HLT_Dimuon0_LowMass_L1_0er1p5R, Bool_t, Bool_t
HLT_Dimuon0_LowMass_L1_4, Bool_t, Bool_t
HLT_Dimuon0_LowMass_L1_4R, Bool_t, Bool_t
HLT_Dimuon0_LowMass_L1_TM530, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_L1_4p5, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_L1_4p5NoOS, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_L1_4p5er2p0, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_L1_4p5er2p0M, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_L1_5, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_L1_5M, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_Muon_L1_TM0, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_Muon_NoL1Mass, Bool_t, Bool_t
HLT_Dimuon0_Upsilon_NoVertexing, Bool_t, Bool_t
